OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Top,1601,3906,16115,,,,,,,3906,16115,12209,1,0,0,0,1
Sign Bottom,1602,190841,202650,126305,130992,,,,,158573,166821,8248,1,1,0,0,2
Sign Top,1603,98000,132428,,,,,,,98000,132428,34428,1,0,0,0,1
Sign Bottom,1604,14313,16162,229298,277414,36391,57818,,,93334,117131.3333,23797.33333,1,1,1,0,3
Sign Bottom,1605,59375,104592,21633,33812,,,,,40504,69202,28698,1,1,0,0,2
Sign Top,1606,75357,86086,,,,,,,75357,86086,10729,1,0,0,0,1
Sign Bottom,1607,299987,309101,,,,,,,299987,309101,9114,1,0,0,0,1
Sign Bottom,1608,184693,220836,,,183946,198951,,,184319.5,209893.5,25574,1,0,1,0,2
Sign Top,1609,620,34750,,,,,,,620,34750,34130,1,0,0,0,1
Sign Bottom,1610,540,4005,,,,,,,540,4005,3465,1,0,0,0,1
Sign Bottom,1611,104500,139205,,,,,,,104500,139205,34705,1,0,0,0,1
Sign Top,1612,52408,54852,,,,,,,52408,54852,2444,1,0,0,0,1
Sign Top,1613,60000,61392,,,,,,,60000,61392,1392,1,0,0,0,1
Sign Top,1614,91000,137039,,,,,,,91000,137039,46039,1,0,0,0,1
Sign Top,1615,33500,34033,,,,,,,33500,34033,533,1,0,0,0,1
Sign Top,1616,50460,55763,506,41784,,,,,25483,48773.5,23290.5,1,1,0,0,2
Sign Bottom,1617,115797,129724,87739,128716,,,,,101768,129220,27452,1,1,0,0,2
Sign Top,1618,33339,69558,,,,,,,33339,69558,36219,1,0,0,0,1
Sign Top,1619,14732,59943,856,23584,,,,,7794,41763.5,33969.5,1,1,0,0,2
Sign Bottom,1620,103752,140260,7733,38872,61369,62991,,,57618,80707.66667,23089.66667,1,1,1,0,3
Sign Top,1621,30,7127,,,,,,,30,7127,7097,1,0,0,0,1
Sign Bottom,1622,12500,34585,9481,44399,,,,,10990.5,39492,28501.5,1,1,0,0,2
Sign Bottom,1623,56389,82966,74500,113004,,,,,65444.5,97985,32540.5,1,1,0,0,2
Sign Bottom,1624,99722,135359,65335,80348,,,,,82528.5,107853.5,25325,1,1,0,0,2
Sign Top,1625,673,36281,,,,,,,673,36281,35608,1,0,0,0,1
Sign Bottom,1626,51833,100533,,,,,,,51833,100533,48700,1,0,0,0,1
Sign Bottom,1627,77681,85469,,,,,,,77681,85469,7788,1,0,0,0,1
Sign Bottom,1628,111096,141632,39627,43715,,,,,75361.5,92673.5,17312,1,1,0,0,2
Sign Bottom,1629,18255,19824,,,,,,,18255,19824,1569,1,0,0,0,1
Sign Bottom,1630,214074,253753,171463,185218,,,,,192768.5,219485.5,26717,1,1,0,0,2
Sign Top,1631,5548,19486,131642,167461,,,,,68595,93473.5,24878.5,1,1,0,0,2
Sign Bottom,1632,5263,23104,,,,,,,5263,23104,17841,1,0,0,0,1
Sign Bottom,1633,21245,58573,63742,77697,180247,225114,,,88411.33333,120461.3333,32050,1,1,1,0,3
Sign Bottom,1634,41084,78227,,,,,,,41084,78227,37143,1,0,0,0,1
Sign Bottom,1635,45496,64668,27448,33231,,,,,36472,48949.5,12477.5,1,1,0,0,2
Sign Top,1636,44027,66993,,,,,,,44027,66993,22966,1,0,0,0,1
Sign Top,1637,54000,85708,13020,62604,,,,,33510,74156,40646,1,1,0,0,2
Sign Bottom,1638,12742,16921,,,,,,,12742,16921,4179,1,0,0,0,1
Sign Bottom,1639,53300,58143,,,,,,,53300,58143,4843,1,0,0,0,1
Sign Bottom,1640,185707,213235,102296,112282,,,,,144001.5,162758.5,18757,1,1,0,0,2
Sign Top,1641,66212,76519,,,,,,,66212,76519,10307,1,0,0,0,1
Sign Top,1642,14106,22280,,,,,3,48024,7054.5,35152,28097.5,1,0,0,1,2
Sign Top,1643,30000,36783,,,,,,,30000,36783,6783,1,0,0,0,1
Sign Bottom,1644,2067,25306,,,89686,99956,,,45876.5,62631,16754.5,1,0,1,0,2
Sign Top,1645,133775,182048,124550,168148,,,,,129162.5,175098,45935.5,1,1,0,0,2
Sign Bottom,1646,107299,110905,,,,,,,107299,110905,3606,1,0,0,0,1
Sign Top,1647,57343,82872,,,,,,,57343,82872,25529,1,0,0,0,1
Sign Bottom,1648,123255,160958,,,,,,,123255,160958,37703,1,0,0,0,1
Sign Bottom,1649,120829,136179,,,,,,,120829,136179,15350,1,0,0,0,1
Sign Bottom,1650,149204,195536,,,,,,,149204,195536,46332,1,0,0,0,1
Sign Top,1651,16433,38025,190641,230041,,,,,103537,134033,30496,1,1,0,0,2
Sign Top,1652,44409,80458,,,,,,,44409,80458,36049,1,0,0,0,1
Sign Top,1653,14130,53087,,,,,,,14130,53087,38957,1,0,0,0,1
Sign Top,1654,98280,108795,101223,109784,,,,,99751.5,109289.5,9538,1,1,0,0,2
Sign Top,1655,27753,42317,,,,,,,27753,42317,14564,1,0,0,0,1
Sign Bottom,1656,81313,116695,,,100416,105419,,,90864.5,111057,20192.5,1,0,1,0,2
Sign Bottom,1657,33124,63956,,,,,,,33124,63956,30832,1,0,0,0,1
Sign Bottom,1658,84809,131802,59802,100592,,,,,72305.5,116197,43891.5,1,1,0,0,2
Sign Bottom,1659,72832,93015,112889,147229,,,,,92860.5,120122,27261.5,1,1,0,0,2
Sign Top,1660,12642,50923,71751,86158,,,,,42196.5,68540.5,26344,1,1,0,0,2
Sign Top,1661,81000,105538,32000,64011,,,,,56500,84774.5,28274.5,1,1,0,0,2
Sign Bottom,1662,2387,42306,3871,21765,,,,,3129,32035.5,28906.5,1,1,0,0,2
Sign Top,1663,65987,87783,,,,,,,65987,87783,21796,1,0,0,0,1
Sign Bottom,1664,17997,37989,,,,,,,17997,37989,19992,1,0,0,0,1
Sign Bottom,1665,40139,74490,111001,152067,,,,,75570,113278.5,37708.5,1,1,0,0,2
Sign Top,1666,229,27533,,,,,,,229,27533,27304,1,0,0,0,1
Sign Bottom,1667,69736,102641,103280,129804,,,,,86508,116222.5,29714.5,1,1,0,0,2
Sign Bottom,1668,62210,63994,,,,,,,62210,63994,1784,1,0,0,0,1
Sign Top,1669,119,13079,,,,,,,119,13079,12960,1,0,0,0,1
Sign Bottom,1670,23608,32230,,,,,,,23608,32230,8622,1,0,0,0,1
Sign Bottom,1671,12759,21653,,,,,,,12759,21653,8894,1,0,0,0,1
Sign Top,1672,62512,84623,,,,,,,62512,84623,22111,1,0,0,0,1
Sign Bottom,1673,107800,118027,47488,67264,,,,,77644,92645.5,15001.5,1,1,0,0,2
Sign Top,1674,9465,25413,31774,80420,,,,,20619.5,52916.5,32297,1,1,0,0,2
Sign Top,1675,5226,38111,5817,41917,,,,,5521.5,40014,34492.5,1,1,0,0,2
Sign Bottom,1676,14166,29022,,,,,,,14166,29022,14856,1,0,0,0,1
Sign Bottom,1677,13444,61816,,,,,,,13444,61816,48372,1,0,0,0,1
Sign Top,1678,107122,109016,100228,114901,,,,,103675,111958.5,8283.5,1,1,0,0,2
Sign Top,1679,100319,122801,190269,220552,,,,,145294,171676.5,26382.5,1,1,0,0,2
Sign Bottom,1680,150720,168141,3906,17317,,,,,77313,92729,15416,1,1,0,0,2
Sign Top,1681,65508,92532,,,32694,67278,,,49101,79905,30804,1,0,1,0,2
Sign Top,1682,39373,48189,42698,62769,,,,,41035.5,55479,14443.5,1,1,0,0,2
Sign Top,1683,67617,88505,,,,,130565,175365,99091,131935,32844,1,0,0,1,2
Sign Bottom,1684,162240,179341,,,,,,,162240,179341,17101,1,0,0,0,1
Sign Top,1685,81426,96491,,,,,,,81426,96491,15065,1,0,0,0,1
Sign Bottom,1686,78451,100718,,,,,,,78451,100718,22267,1,0,0,0,1
Sign Bottom,1687,121762,137652,12524,41916,,,,,67143,89784,22641,1,1,0,0,2
Sign Top,1688,112487,152980,,,,,,,112487,152980,40493,1,0,0,0,1
Sign Bottom,1689,50868,87973,37530,39787,,,,,44199,63880,19681,1,1,0,0,2
Sign Bottom,1690,40806,85977,57142,57170,,,,,48974,71573.5,22599.5,1,1,0,0,2
Sign Top,1691,0,2498,,,,,,,0,2498,2498,1,0,0,0,1
Sign Top,1692,69980,84743,,,,,,,69980,84743,14763,1,0,0,0,1
Sign Top,1693,166000,191417,,,,,,,166000,191417,25417,1,0,0,0,1
Sign Top,1694,22665,40970,10722,47070,,,,,16693.5,44020,27326.5,1,1,0,0,2
Sign Bottom,1695,31313,31583,52928,54536,,,,,42120.5,43059.5,939,1,1,0,0,2
Sign Bottom,1696,44312,58977,,,,,,,44312,58977,14665,1,0,0,0,1
Sign Bottom,1697,20181,52157,,,,,,,20181,52157,31976,1,0,0,0,1
Sign Top,1698,120052,168381,46117,67526,85783,115976,,,83984,117294.3333,33310.33333,1,1,1,0,3
Sign Top,1699,94235,140908,27074,57585,,,,,60654.5,99246.5,38592,1,1,0,0,2
Sign Bottom,1700,151195,160370,,,,,,,151195,160370,9175,1,0,0,0,1
Sign Bottom,1701,13304,31940,,,,,,,13304,31940,18636,1,0,0,0,1
Sign Top,1702,126394,128022,50000,77082,,,,,88197,102552,14355,1,1,0,0,2
Sign Top,1703,60000,82712,,,,,,,60000,82712,22712,1,0,0,0,1
Sign Bottom,1704,83715,95819,,,,,,,83715,95819,12104,1,0,0,0,1
Sign Top,1705,265,4024,86000,120116,,,,,43132.5,62070,18937.5,1,1,0,0,2
Sign Bottom,1706,154019,200727,62846,87644,,,,,108432.5,144185.5,35753,1,1,0,0,2
Sign Bottom,1707,127241,171700,24148,73028,,,,,75694.5,122364,46669.5,1,1,0,0,2
Sign Bottom,1708,140952,155247,,,,,,,140952,155247,14295,1,0,0,0,1
Sign Bottom,1709,45296,68837,57034,102221,33683,59605,,,45337.66667,76887.66667,31550,1,1,1,0,3
Sign Top,1710,90000,132472,7000,46718,,,,,48500,89595,41095,1,1,0,0,2
Sign Top,1711,5318,16411,,,,,,,5318,16411,11093,1,0,0,0,1
Sign Top,1712,100,40937,91676,117542,,,,,45888,79239.5,33351.5,1,1,0,0,2
Sign Bottom,1713,17884,55997,,,,,,,17884,55997,38113,1,0,0,0,1
Sign Bottom,1714,39412,80682,,,,,,,39412,80682,41270,1,0,0,0,1
Sign Bottom,1715,54200,101044,89200,89855,,,,,71700,95449.5,23749.5,1,1,0,0,2
Sign Top,1716,7688,31461,57666,82752,,,,,32677,57106.5,24429.5,1,1,0,0,2
Sign Top,1717,52158,67704,,,,,,,52158,67704,15546,1,0,0,0,1
Sign Top,1718,101000,140542,,,,,,,101000,140542,39542,1,0,0,0,1
Sign Bottom,1719,118955,122221,,,,,,,118955,122221,3266,1,0,0,0,1
Sign Bottom,1720,62338,63327,42907,58183,,,,,52622.5,60755,8132.5,1,1,0,0,2
Sign Top,1721,57,1354,17000,51165,,,,,8528.5,26259.5,17731,1,1,0,0,2
Sign Top,1722,4393,24435,,,,,,,4393,24435,20042,1,0,0,0,1
Sign Bottom,1723,124756,132510,,,,,,,124756,132510,7754,1,0,0,0,1
Sign Bottom,1724,114284,126745,,,,,,,114284,126745,12461,1,0,0,0,1
Sign Top,1725,154242,177649,,,,,,,154242,177649,23407,1,0,0,0,1
Sign Top,1726,93965,141616,80000,128141,,,,,86982.5,134878.5,47896,1,1,0,0,2
Sign Top,1727,71640,95033,,,,,,,71640,95033,23393,1,0,0,0,1
Sign Top,1728,5100,29820,21000,40003,,,,,13050,34911.5,21861.5,1,1,0,0,2
Sign Bottom,1729,128199,138355,43173,76569,,,,,85686,107462,21776,1,1,0,0,2
Sign Top,1730,24790,52050,59622,64868,,,,,42206,58459,16253,1,1,0,0,2
Sign Bottom,1731,229717,231985,75231,76914,,,,,152474,154449.5,1975.5,1,1,0,0,2
Sign Top,1732,68123,107096,10746,32533,,,,,39434.5,69814.5,30380,1,1,0,0,2
Sign Bottom,1733,29873,66165,,,,,,,29873,66165,36292,1,0,0,0,1
Sign Top,1734,53501,92765,70945,102564,,,,,62223,97664.5,35441.5,1,1,0,0,2
Sign Top,1735,104345,110620,37097,47963,,,,,70721,79291.5,8570.5,1,1,0,0,2
Sign Top,1736,56857,92069,,,,,,,56857,92069,35212,1,0,0,0,1
Sign Top,1737,673,11687,126858,169114,,,,,63765.5,90400.5,26635,1,1,0,0,2
Sign Bottom,1738,188259,200761,,,,,,,188259,200761,12502,1,0,0,0,1
Sign Top,1739,31000,51989,2600,39917,,,,,16800,45953,29153,1,1,0,0,2
Sign Top,1740,15872,40586,89793,100856,,,,,52832.5,70721,17888.5,1,1,0,0,2
Sign Top,1741,116703,146106,44335,92834,,,,,80519,119470,38951,1,1,0,0,2
Sign Bottom,1742,47438,69672,,,45832,76714,,,46635,73193,26558,1,0,1,0,2
Sign Bottom,1743,24164,40088,,,17970,32723,,,21067,36405.5,15338.5,1,0,1,0,2
Sign Top,1744,60985,96715,58625,75718,,,,,59805,86216.5,26411.5,1,1,0,0,2
Sign Top,1745,39,31774,,,,,,,39,31774,31735,1,0,0,0,1
Sign Bottom,1746,188763,216467,111464,132675,,,,,150113.5,174571,24457.5,1,1,0,0,2
Sign Bottom,1747,38675,74953,28427,62112,,,,,33551,68532.5,34981.5,1,1,0,0,2
Sign Bottom,1748,90813,91318,54371,65572,,,,,72592,78445,5853,1,1,0,0,2
Sign Top,1749,20001,58074,73,29748,,,,,10037,43911,33874,1,1,0,0,2
Sign Bottom,1750,52961,84040,59948,81364,,,,,56454.5,82702,26247.5,1,1,0,0,2
Sign Top,1751,111807,131452,,,,,,,111807,131452,19645,1,0,0,0,1
Sign Top,1752,21499,42357,,,33117,56872,,,27308,49614.5,22306.5,1,0,1,0,2
Sign Bottom,1753,39501,63582,,,,,,,39501,63582,24081,1,0,0,0,1
Sign Bottom,1754,140898,167283,76073,93988,,,,,108485.5,130635.5,22150,1,1,0,0,2
Sign Top,1755,1600,29637,,,,,,,1600,29637,28037,1,0,0,0,1
Sign Top,1756,95097,142041,480,30322,,,,,47788.5,86181.5,38393,1,1,0,0,2
Sign Bottom,1757,59323,66057,50966,93993,,,,,55144.5,80025,24880.5,1,1,0,0,2
Sign Bottom,1758,129966,157685,,,32233,67472,,,81099.5,112578.5,31479,1,0,1,0,2
Sign Top,1759,42706,72939,,,,,,,42706,72939,30233,1,0,0,0,1
Sign Top,1760,405,45810,21566,44207,,,,,10985.5,45008.5,34023,1,1,0,0,2
Sign Top,1761,3668,22655,101476,102384,,,,,52572,62519.5,9947.5,1,1,0,0,2
Sign Top,1762,47161,82155,,,,,,,47161,82155,34994,1,0,0,0,1
Sign Top,1763,69797,118941,,,,,,,69797,118941,49144,1,0,0,0,1
Sign Bottom,1764,44668,71056,,,,,,,44668,71056,26388,1,0,0,0,1
Sign Top,1765,39049,50423,52077,77033,,,,,45563,63728,18165,1,1,0,0,2
Sign Bottom,1766,2206,4716,159049,208494,,,,,80627.5,106605,25977.5,1,1,0,0,2
Sign Top,1767,8500,39731,,,,,,,8500,39731,31231,1,0,0,0,1
Sign Bottom,1768,17510,52258,18363,34199,,,,,17936.5,43228.5,25292,1,1,0,0,2
Sign Bottom,1769,129129,153492,,,,,,,129129,153492,24363,1,0,0,0,1
Sign Top,1770,50,18748,17500,56026,,,,,8775,37387,28612,1,1,0,0,2
Sign Top,1771,14,47149,18125,43023,,,,,9069.5,45086,36016.5,1,1,0,0,2
Sign Bottom,1772,73988,92952,,,,,,,73988,92952,18964,1,0,0,0,1
Sign Bottom,1773,53609,61806,,,,,,,53609,61806,8197,1,0,0,0,1
Sign Top,1774,21000,70058,,,,,,,21000,70058,49058,1,0,0,0,1
Sign Bottom,1775,83346,97418,89794,100697,32927,76770,,,68689,91628.33333,22939.33333,1,1,1,0,3
Sign Bottom,1776,4827,26819,8647,23772,,,,,6737,25295.5,18558.5,1,1,0,0,2
Sign Top,1777,932,2522,718,42113,,,,,825,22317.5,21492.5,1,1,0,0,2
Sign Top,1778,31756,78445,,,,,1054,27670,16405,53057.5,36652.5,1,0,0,1,2
Sign Bottom,1779,43489,73963,,,,,,,43489,73963,30474,1,0,0,0,1
Sign Top,1780,10000,52400,,,66,10764,,,5033,31582,26549,1,0,1,0,2
Sign Top,1781,4,46556,,,,,,,4,46556,46552,1,0,0,0,1
Sign Bottom,1782,104827,139753,54152,97490,,,,,79489.5,118621.5,39132,1,1,0,0,2
Sign Bottom,1783,23400,28876,,,,,,,23400,28876,5476,1,0,0,0,1
Sign Bottom,1784,18824,39179,,,27137,72152,,,22980.5,55665.5,32685,1,0,1,0,2
Sign Top,1785,30000,48986,,,,,,,30000,48986,18986,1,0,0,0,1
Sign Bottom,1786,63810,104527,,,,,,,63810,104527,40717,1,0,0,0,1
Sign Bottom,1787,30242,53288,,,,,,,30242,53288,23046,1,0,0,0,1
Sign Top,1788,60755,65782,,,,,,,60755,65782,5027,1,0,0,0,1
Sign Top,1789,8046,11566,,,,,,,8046,11566,3520,1,0,0,0,1
Sign Top,1790,41371,74065,,,,,,,41371,74065,32694,1,0,0,0,1
Sign Bottom,1791,38992,48435,,,,,,,38992,48435,9443,1,0,0,0,1
Sign Bottom,1792,163704,209750,36409,84874,,,,,100056.5,147312,47255.5,1,1,0,0,2
Sign Bottom,1793,57465,77891,,,24039,35389,,,40752,56640,15888,1,0,1,0,2
Sign Bottom,1794,169684,191295,,,,,,,169684,191295,21611,1,0,0,0,1
Sign Top,1795,108700,129991,34000,73614,87000,87729,,,76566.66667,97111.33333,20544.66667,1,1,1,0,3
Sign Bottom,1796,19384,25086,,,,,,,19384,25086,5702,1,0,0,0,1
Sign Top,1797,5733,21444,4740,16890,,,,,5236.5,19167,13930.5,1,1,0,0,2
Sign Top,1798,46847,55955,35520,52938,,,,,41183.5,54446.5,13263,1,1,0,0,2
Sign Top,1799,37218,79666,,,,,,,37218,79666,42448,1,0,0,0,1
Sign Top,1800,7800,10835,,,,,,,7800,10835,3035,1,0,0,0,1
Sign Bottom,1801,3436,34440,56473,92265,,,,,29954.5,63352.5,33398,1,1,0,0,2
Sign Bottom,1802,54593,103517,,,,,,,54593,103517,48924,1,0,0,0,1
Sign Bottom,1803,60768,69369,,,,,,,60768,69369,8601,1,0,0,0,1
Sign Bottom,1804,38149,85190,80724,83637,,,,,59436.5,84413.5,24977,1,1,0,0,2
Sign Bottom,1805,135000,145193,,,,,,,135000,145193,10193,1,0,0,0,1
Sign Bottom,1806,23141,52585,,,,,,,23141,52585,29444,1,0,0,0,1
Sign Bottom,1807,50170,83736,4327,11179,,,,,27248.5,47457.5,20209,1,1,0,0,2
Sign Bottom,1808,22955,53701,,,,,,,22955,53701,30746,1,0,0,0,1
Sign Top,1809,964,27543,,,,,,,964,27543,26579,1,0,0,0,1
Sign Top,1810,34853,72545,,,,,,,34853,72545,37692,1,0,0,0,1
Sign Bottom,1811,100011,116297,,,,,,,100011,116297,16286,1,0,0,0,1
Sign Bottom,1812,1800,40423,,,,,,,1800,40423,38623,1,0,0,0,1
Sign Top,1813,90300,98886,,,,,,,90300,98886,8586,1,0,0,0,1
Sign Top,1814,22524,48385,99750,143950,,,,,61137,96167.5,35030.5,1,1,0,0,2
Sign Top,1815,56000,79127,21350,44276,,,,,38675,61701.5,23026.5,1,1,0,0,2
Sign Bottom,1816,14395,48252,139240,188624,,,,,76817.5,118438,41620.5,1,1,0,0,2
Sign Top,1817,76577,101006,8,35691,,,,,38292.5,68348.5,30056,1,1,0,0,2
Sign Top,1818,163124,179382,,,,,,,163124,179382,16258,1,0,0,0,1
Sign Top,1819,46395,57575,28938,44669,,,,,37666.5,51122,13455.5,1,1,0,0,2
Sign Bottom,1820,191940,230964,80621,108076,192331,210935,,,154964,183325,28361,1,1,1,0,3
Sign Top,1821,6000,52966,,,10,46755,,,3005,49860.5,46855.5,1,0,1,0,2
Sign Top,1822,51280,99847,48656,73689,,,,,49968,86768,36800,1,1,0,0,2
Sign Top,1823,18000,46141,,,,,,,18000,46141,28141,1,0,0,0,1
Sign Bottom,1824,66339,74875,,,74934,122847,,,70636.5,98861,28224.5,1,0,1,0,2
Sign Top,1825,35861,64697,1,45892,,,,,17931,55294.5,37363.5,1,1,0,0,2
Sign Top,1826,180274,214882,220699,261926,,,,,200486.5,238404,37917.5,1,1,0,0,2
Sign Bottom,1827,124613,129732,137196,169480,,,,,130904.5,149606,18701.5,1,1,0,0,2
Sign Bottom,1828,79633,97269,42257,49165,,,,,60945,73217,12272,1,1,0,0,2
Sign Top,1829,47266,63755,,,106467,131580,,,76866.5,97667.5,20801,1,0,1,0,2
Sign Bottom,1830,50812,96866,39219,59045,,,,,45015.5,77955.5,32940,1,1,0,0,2
Sign Bottom,1831,170000,188966,,,,,,,170000,188966,18966,1,0,0,0,1
Sign Bottom,1832,117515,152976,,,126266,167884,,,121890.5,160430,38539.5,1,0,1,0,2
Sign Top,1833,70215,73099,,,,,,,70215,73099,2884,1,0,0,0,1
Sign Bottom,1834,89446,95325,24830,46384,,,,,57138,70854.5,13716.5,1,1,0,0,2
Sign Top,1835,109000,125186,30,28489,10,29253,,,36346.66667,60976,24629.33333,1,1,1,0,3
Sign Top,1836,147000,158172,,,,,,,147000,158172,11172,1,0,0,0,1
Sign Top,1837,81000,113775,,,,,,,81000,113775,32775,1,0,0,0,1
Sign Bottom,1838,288767,296207,,,,,,,288767,296207,7440,1,0,0,0,1
Sign Bottom,1839,106072,115474,100132,109099,,,,,103102,112286.5,9184.5,1,1,0,0,2
Sign Bottom,1840,110706,152538,,,,,,,110706,152538,41832,1,0,0,0,1
Sign Top,1841,18984,64454,50000,80645,,,,,34492,72549.5,38057.5,1,1,0,0,2
Sign Bottom,1842,33336,57828,,,,,88999,93520,61167.5,75674,14506.5,1,0,0,1,2
Sign Top,1843,133007,175621,,,,,,,133007,175621,42614,1,0,0,0,1
Sign Top,1844,40019,62297,,,,,,,40019,62297,22278,1,0,0,0,1
Sign Top,1845,998,19692,,,,,,,998,19692,18694,1,0,0,0,1
Sign Top,1846,243470,248747,,,,,,,243470,248747,5277,1,0,0,0,1
Sign Bottom,1847,117017,137833,,,,,,,117017,137833,20816,1,0,0,0,1
Sign Top,1848,37141,84919,,,,,,,37141,84919,47778,1,0,0,0,1
Sign Bottom,1849,71642,112747,,,,,,,71642,112747,41105,1,0,0,0,1
Sign Bottom,1850,108553,116931,4087,14028,,,,,56320,65479.5,9159.5,1,1,0,0,2
Sign Top,1851,29997,47554,,,33086,78239,,,31541.5,62896.5,31355,1,0,1,0,2
Sign Bottom,1852,77836,120258,,,,,,,77836,120258,42422,1,0,0,0,1
Sign Bottom,1853,106149,145656,,,,,,,106149,145656,39507,1,0,0,0,1
Sign Top,1854,80000,106072,,,,,,,80000,106072,26072,1,0,0,0,1
Sign Top,1855,109000,113352,23100,71510,,,,,66050,92431,26381,1,1,0,0,2
Sign Bottom,1856,97516,122924,32795,63745,,,,,65155.5,93334.5,28179,1,1,0,0,2
Sign Bottom,1857,15727,60926,,,,,,,15727,60926,45199,1,0,0,0,1
Sign Top,1858,36258,76723,,,,,,,36258,76723,40465,1,0,0,0,1
Sign Top,1859,96779,101052,,,,,0,2315,48389.5,51683.5,3294,1,0,0,1,2
Sign Top,1860,196000,245951,,,,,,,196000,245951,49951,1,0,0,0,1
Sign Bottom,1861,7236,37503,,,,,,,7236,37503,30267,1,0,0,0,1
Sign Bottom,1862,32309,67543,,,,,,,32309,67543,35234,1,0,0,0,1
Sign Bottom,1863,100060,147683,,,,,,,100060,147683,47623,1,0,0,0,1
Sign Bottom,1864,17505,54595,193173,203614,,,,,105339,129104.5,23765.5,1,1,0,0,2
Sign Top,1865,32322,54746,23724,29024,,,,,28023,41885,13862,1,1,0,0,2
Sign Bottom,1866,15600,27847,129928,160421,,,,,72764,94134,21370,1,1,0,0,2
Sign Bottom,1867,37613,64160,2280,32947,3435,24664,,,14442.66667,40590.33333,26147.66667,1,1,1,0,3
Sign Top,1868,60341,64391,,,,,,,60341,64391,4050,1,0,0,0,1
Sign Bottom,1869,71786,83225,,,,,,,71786,83225,11439,1,0,0,0,1
Sign Bottom,1870,27561,54546,4878,45314,,,,,16219.5,49930,33710.5,1,1,0,0,2
Sign Top,1871,13285,51870,395,5466,,,,,6840,28668,21828,1,1,0,0,2
Sign Bottom,1872,163161,208355,106190,146975,,,,,134675.5,177665,42989.5,1,1,0,0,2
Sign Top,1873,50635,64802,494,5894,,,,,25564.5,35348,9783.5,1,1,0,0,2
Sign Top,1874,0,10155,,,,,,,0,10155,10155,1,0,0,0,1
Sign Bottom,1875,18828,41262,155822,200895,,,,,87325,121078.5,33753.5,1,1,0,0,2
Sign Top,1876,111695,135919,,,,,,,111695,135919,24224,1,0,0,0,1
Sign Bottom,1877,50815,75291,106999,120063,,,,,78907,97677,18770,1,1,0,0,2
Sign Bottom,1878,29555,33803,,,,,,,29555,33803,4248,1,0,0,0,1
Sign Bottom,1879,131703,171435,,,,,,,131703,171435,39732,1,0,0,0,1
Sign Bottom,1880,152118,192730,,,85980,128151,,,119049,160440.5,41391.5,1,0,1,0,2
Sign Top,1881,4642,47288,,,,,,,4642,47288,42646,1,0,0,0,1
Sign Bottom,1882,14239,31429,,,,,,,14239,31429,17190,1,0,0,0,1
Sign Bottom,1883,95382,104827,51479,69506,,,,,73430.5,87166.5,13736,1,1,0,0,2
Sign Top,1884,31174,37698,49091,67584,,,,,40132.5,52641,12508.5,1,1,0,0,2
Sign Bottom,1885,38392,64229,18214,37536,,,,,28303,50882.5,22579.5,1,1,0,0,2
Sign Bottom,1886,196428,237580,64511,69578,,,,,130469.5,153579,23109.5,1,1,0,0,2
Sign Top,1887,71379,98769,,,,,,,71379,98769,27390,1,0,0,0,1
Sign Bottom,1888,39681,46749,,,,,,,39681,46749,7068,1,0,0,0,1
Sign Bottom,1889,24549,64053,,,,,,,24549,64053,39504,1,0,0,0,1
Sign Bottom,1890,72619,78855,,,,,,,72619,78855,6236,1,0,0,0,1
Sign Top,1891,42044,69736,181857,192043,,,,,111950.5,130889.5,18939,1,1,0,0,2
Sign Top,1892,80593,98974,97000,145753,,,,,88796.5,122363.5,33567,1,1,0,0,2
Sign Top,1893,22449,27785,,,,,,,22449,27785,5336,1,0,0,0,1
Sign Bottom,1894,345,5010,60403,97637,,,,,30374,51323.5,20949.5,1,1,0,0,2
Sign Top,1895,409663,458972,31578,74997,95013,121189,,,178751.3333,218386,39634.66667,1,1,1,0,3
Sign Top,1896,33377,58803,,,,,,,33377,58803,25426,1,0,0,0,1
Sign Bottom,1897,69394,79559,66417,115880,,,,,67905.5,97719.5,29814,1,1,0,0,2
Sign Bottom,1898,133248,137711,139885,149737,,,,,136566.5,143724,7157.5,1,1,0,0,2
Sign Bottom,1899,52627,62201,73608,105629,,,,,63117.5,83915,20797.5,1,1,0,0,2
Sign Top,1900,12884,14403,,,,,100655,147626,56769.5,81014.5,24245,1,0,0,1,2
Sign Bottom,1901,38310,55613,57646,69029,,,,,47978,62321,14343,1,1,0,0,2
Sign Bottom,1902,9796,29263,141504,150387,86330,111117,,,79210,96922.33333,17712.33333,1,1,1,0,3
Sign Top,1903,5769,54818,59146,93133,,,,,32457.5,73975.5,41518,1,1,0,0,2
Sign Top,1904,133,4953,83447,83834,,,,,41790,44393.5,2603.5,1,1,0,0,2
Sign Bottom,1905,46209,82470,,,,,,,46209,82470,36261,1,0,0,0,1
Sign Bottom,1906,53487,64506,3900,27235,,,,,28693.5,45870.5,17177,1,1,0,0,2
Sign Top,1907,17687,43833,,,,,,,17687,43833,26146,1,0,0,0,1
Sign Bottom,1908,166920,169275,,,,,,,166920,169275,2355,1,0,0,0,1
